soil_moisture,soil_temperature,air_temperature,humidity,ph,nitrogen,phosphorus,potassium,crop
40.27,25.01,26.64,78.16,5.43,48.6,21.2,68.0,pineapple
57.63,24.22,25.33,87.63,7.22,19.9,5.9,33.9,coconut
35.05,26.89,28.93,54.07,5.85,16.7,20.3,30.1,mango
39.99,26.58,28.04,71.37,6.54,49.0,44.1,30.5,ampalaya
35.09,23.78,24.45,59.16,6.48,89.3,31.0,44.6,garlic
37.4,24.94,25.58,76.76,6.22,83.1,52.2,44.0,eggplant
40.07,28.16,29.76,66.85,5.63,59.3,28.7,74.8,pineapple
36.29,19.26,19.96,59.55,6.75,66.3,29.8,43.0,garlic
37.73,30.71,32.5,60.33,6.52,18.5,17.1,28.9,mango
40.99,20.09,22.15,65.23,5.53,82.4,48.7,52.8,eggplant
67.38,27.85,28.8,81.74,4.9,24.3,25.3,28.9,rubber
48.22,25.0,25.74,70.0,5.74,78.8,44.6,53.5,eggplant
53.28,27.91,29.39,56.83,6.17,51.7,32.2,73.9,cassava
36.58,23.69,24.24,66.72,6.17,79.3,36.6,45.2,garlic
65.18,23.87,25.34,78.19,6.31,91.3,40.2,42.9,rice
48.5,29.26,30.97,78.54,6.07,41.9,46.6,39.1,ampalaya
91.96,24.65,25.25,84.48,6.99,79.1,45.8,41.1,rice
35.98,26.43,27.82,52.65,5.58,24.7,19.2,25.2,mango
37.48,23.08,24.65,61.82,6.75,90.5,45.4,69.3,tomato
36.72,22.79,24.74,60.53,6.77,91.1,41.3,39.4,onion
58.82,22.47,24.75,94.74,7.84,18.1,7.0,34.0,coconut
31.32,23.87,25.38,64.77,6.21,76.5,55.8,75.7,tomato
47.68,27.15,28.85,84.92,5.68,103.4,90.3,47.0,banana
33.36,22.2,23.11,65.32,6.16,74.2,49.0,78.9,tomato
37.91,20.65,21.4,64.17,5.99,62.2,46.8,78.3,tomato
32.27,24.36,26.3,64.42,6.48,22.9,40.5,21.1,mungbean
31.53,20.37,21.51,60.2,6.22,84.9,42.3,49.6,onion
78.15,28.65,29.55,77.77,5.66,84.6,31.8,57.9,cacao
34.95,23.58,26.03,66.34,5.9,15.9,35.0,36.4,peanut
66.52,23.98,25.99,76.64,6.18,51.6,61.4,48.7,papaya
35.46,26.49,27.53,66.81,6.9,92.5,42.8,24.3,corn
87.92,26.04,27.05,84.29,6.9,104.0,40.4,43.5,rice
47.94,25.68,28.11,72.26,5.5,91.5,57.4,23.2,corn
69.54,29.53,31.61,83.2,7.16,22.6,11.1,32.0,coconut
42.64,22.67,25.15,71.04,6.79,68.2,47.5,47.2,eggplant
73.44,30.12,31.66,77.04,6.57,79.6,56.2,44.0,rice
49.28,25.27,26.34,67.05,5.07,50.9,28.1,72.4,pineapple
66.62,23.18,25.38,87.13,6.51,85.0,53.9,39.8,rice
30.36,23.33,24.87,68.8,6.66,62.9,42.6,76.5,tomato
43.5,27.33,27.96,70.2,6.13,59.7,33.7,42.8,ampalaya
35.42,20.67,21.69,58.26,7.03,80.8,40.7,44.5,onion
30.71,28.43,30.07,59.0,5.52,55.2,32.7,80.0,tobacco
42.67,25.0,26.15,68.24,6.16,76.5,44.2,55.0,eggplant
43.39,25.44,27.82,60.25,7.65,85.3,53.3,22.5,corn
47.33,28.78,29.43,64.67,6.69,94.6,53.8,21.9,corn
69.23,28.38,29.48,87.55,5.88,87.2,46.0,50.3,cacao
60.08,22.97,24.04,66.76,6.21,92.1,24.4,28.1,coffee
36.55,23.88,26.26,67.21,6.51,97.1,42.6,23.6,corn
62.58,27.62,28.16,89.6,5.97,77.3,58.3,40.8,rice
43.66,20.08,20.88,74.37,6.21,60.4,51.7,81.5,tomato
36.96,22.82,24.96,59.39,6.55,86.1,37.1,56.5,garlic
57.16,22.73,23.66,71.73,4.95,110.6,16.9,28.3,coffee
52.1,25.12,26.05,70.61,4.91,44.0,26.7,71.7,pineapple
55.35,27.79,29.19,59.45,5.45,56.4,21.4,73.9,cassava
69.82,30.99,31.87,81.73,5.8,41.8,63.1,46.0,papaya
79.71,24.26,24.82,92.81,6.04,78.5,32.1,83.1,abaca
29.89,20.88,22.49,65.26,6.27,86.0,40.5,59.5,onion
43.66,28.18,30.63,62.87,5.89,93.8,46.6,20.2,corn
78.66,29.34,30.87,88.38,5.22,18.7,11.1,34.7,coconut
35.15,29.58,30.33,67.35,6.81,22.7,47.3,28.2,mungbean
62.29,28.44,29.68,61.3,6.62,116.7,48.5,54.4,sugarcane
35.53,29.73,30.9,62.48,6.07,57.0,32.8,33.9,okra
74.35,30.21,32.35,83.49,6.71,63.8,43.6,50.9,cacao
40.72,28.26,29.59,61.12,6.49,25.0,41.2,28.9,mungbean
34.16,27.75,28.84,60.29,6.37,41.9,37.0,44.5,okra
89.18,27.72,29.32,84.78,7.09,91.6,50.8,42.2,rice
44.91,29.98,30.58,61.5,6.52,48.7,46.0,46.1,okra
74.62,27.15,27.74,76.97,6.91,64.8,30.3,59.1,cacao
59.71,19.99,21.59,60.01,5.16,91.6,23.9,30.9,coffee
45.83,25.3,26.1,79.85,6.32,58.4,34.7,50.5,ampalaya
50.49,25.55,26.51,81.86,6.45,15.6,17.2,19.9,calamansi
47.97,27.01,27.86,72.06,6.7,89.7,45.7,23.6,corn
50.91,25.7,26.31,64.1,5.79,134.6,44.4,47.7,sugarcane
86.41,26.18,27.94,76.16,6.08,119.8,42.4,45.2,rice
50.83,25.16,27.45,65.87,5.52,46.3,20.6,85.6,pineapple
47.58,27.63,29.84,74.29,6.14,16.2,17.8,16.2,calamansi
37.57,24.9,26.28,78.65,6.11,48.1,44.0,43.8,ampalaya
33.28,23.64,26.07,63.52,6.75,24.2,40.2,35.3,peanut
74.49,27.36,28.35,85.83,5.18,72.5,36.0,86.3,abaca
31.05,27.03,28.43,74.45,6.79,16.6,41.9,21.0,mungbean
35.16,27.59,28.14,54.05,5.7,49.8,23.8,73.0,tobacco
37.23,23.84,25.16,53.92,6.49,76.6,40.1,49.4,onion
28.91,21.18,21.82,63.98,6.34,79.4,48.0,48.9,onion
63.39,21.39,21.93,70.47,6.05,108.6,28.3,25.1,coffee
91.82,28.77,29.99,93.15,5.8,68.7,18.5,61.9,abaca
45.37,27.34,29.25,88.04,5.74,94.3,88.0,53.4,banana
75.23,26.07,28.21,84.6,5.19,18.1,5.8,29.3,coconut
32.33,24.62,25.97,56.86,6.27,71.3,48.9,48.8,garlic
62.97,28.94,31.4,81.65,5.39,24.0,7.7,28.5,coconut
37.84,23.69,25.3,71.45,6.12,21.7,42.3,26.9,mungbean
33.61,26.84,27.89,75.38,6.44,49.5,41.6,33.6,okra
45.8,24.65,26.17,65.46,7.16,85.6,42.6,21.2,corn
60.55,25.0,25.6,77.67,6.99,98.9,43.2,50.5,sugarcane
37.63,24.89,27.38,57.16,7.14,22.5,22.3,32.0,mango
68.57,26.41,27.18,83.72,5.04,24.0,9.7,34.6,coconut
34.03,24.68,25.84,62.85,6.98,82.8,45.0,60.3,garlic
44.79,25.23,26.27,76.18,5.92,85.9,44.7,85.1,tomato
74.15,28.54,29.3,81.89,4.96,35.8,27.5,28.2,rubber
58.32,26.62,28.36,90.54,5.56,103.4,41.3,45.0,rice
36.08,25.91,26.85,57.33,6.5,48.9,24.1,88.7,tobacco
84.93,25.14,26.43,78.3,6.59,112.9,57.4,44.3,rice
37.2,19.17,19.91,69.22,6.17,60.4,33.1,49.5,garlic
37.3,19.57,21.63,56.95,6.11,83.8,38.0,57.1,onion
47.35,24.87,27.34,62.14,5.89,131.3,59.7,55.5,sugarcane
47.65,27.0,28.79,76.21,6.4,75.3,57.7,43.4,eggplant
62.44,24.0,25.76,77.33,6.33,96.3,22.3,30.4,coffee
43.11,26.01,28.23,68.44,6.43,42.5,45.0,35.8,ampalaya
72.04,29.06,30.32,86.54,5.05,29.5,26.1,20.7,rubber
88.4,29.33,30.28,82.42,6.9,99.1,52.0,44.9,rice
48.83,30.23,32.17,71.03,6.77,56.0,55.1,54.1,papaya
34.85,25.99,26.85,70.68,6.72,46.3,26.7,83.4,sweet_potato
41.19,23.58,26.07,62.44,5.59,37.3,37.3,71.2,sweet_potato
36.31,26.49,27.51,74.98,6.09,58.2,40.8,44.1,ampalaya
67.99,28.68,30.55,83.48,5.61,81.2,40.1,40.9,rice
45.37,21.71,23.99,75.92,6.51,84.3,51.9,47.3,eggplant
38.04,25.85,26.55,72.76,6.64,52.6,34.9,49.5,ampalaya
36.34,30.18,32.12,53.85,7.14,20.0,23.9,31.2,mango
50.85,30.59,32.65,82.47,5.53,16.0,10.1,19.3,calamansi
35.08,26.25,26.9,66.04,6.56,65.6,47.4,45.4,garlic
55.95,28.42,30.76,65.82,5.85,39.4,21.9,84.3,cassava
40.79,24.52,25.92,67.52,5.59,60.7,42.5,52.3,eggplant
60.6,24.92,25.82,67.38,5.31,94.3,18.9,32.1,coffee
27.94,20.24,21.53,56.22,6.42,73.7,41.7,49.5,garlic
34.83,18.49,20.54,65.22,6.39,75.5,32.5,56.6,garlic
51.19,23.43,25.52,76.89,4.56,56.3,22.2,85.2,pineapple
74.53,28.8,30.44,75.03,6.1,63.7,41.5,43.2,cacao
60.7,27.29,28.72,64.75,6.64,109.5,45.9,43.5,sugarcane
51.5,23.99,25.03,83.55,5.8,115.9,82.3,51.3,banana
33.43,22.54,24.27,68.07,6.46,66.0,43.6,46.1,garlic
52.04,28.95,30.31,71.31,6.01,21.4,18.6,22.0,calamansi
39.77,27.09,28.68,61.37,5.56,86.5,46.7,24.2,corn
37.6,28.59,29.63,68.75,6.06,55.3,44.3,48.1,okra
32.23,24.15,25.99,67.6,6.55,66.0,31.2,84.0,tobacco
44.66,29.15,30.27,60.85,6.29,15.3,19.7,32.3,mango
60.58,25.01,25.55,71.12,5.99,22.3,13.6,24.7,calamansi
80.6,23.62,24.5,83.03,6.43,63.0,38.6,57.3,cacao
40.84,28.82,30.24,60.56,6.4,20.3,36.7,47.6,peanut
76.5,30.74,31.57,86.54,6.22,113.1,52.0,41.1,rice
34.6,30.63,31.59,63.8,6.8,23.1,43.2,21.9,mungbean
58.83,25.29,27.67,82.79,6.77,69.8,37.8,56.4,cacao
47.56,25.66,27.85,69.58,6.08,23.1,13.5,19.3,calamansi
44.33,25.77,27.88,56.35,6.63,29.5,44.1,43.7,peanut
77.27,29.77,31.76,81.42,7.06,17.8,12.4,24.9,coconut
48.05,24.45,25.35,67.69,5.96,84.1,52.4,22.1,corn
44.69,26.11,28.46,72.82,6.76,56.7,25.6,72.1,cassava
63.16,29.0,30.51,88.46,6.33,92.8,90.8,54.1,banana
48.48,24.57,26.24,73.44,5.64,57.2,61.3,50.1,papaya
34.54,21.92,22.67,62.08,5.59,51.5,33.2,87.8,sweet_potato
35.35,22.49,24.9,67.96,6.04,43.3,28.9,85.2,tobacco
31.06,22.93,24.57,61.29,6.17,78.2,34.8,47.1,garlic
43.41,28.52,30.26,57.58,6.69,14.5,30.1,42.6,peanut
39.47,23.01,23.7,65.77,6.42,19.0,35.7,37.0,peanut
33.95,24.39,25.09,65.64,6.22,65.9,31.1,59.1,onion
38.56,28.91,30.05,69.22,5.96,53.0,40.8,40.8,ampalaya
73.05,28.76,31.11,82.3,5.97,116.3,56.5,43.2,rice
50.17,23.76,25.69,74.37,6.22,124.7,50.2,51.1,sugarcane
77.48,22.34,23.66,78.51,5.91,96.0,17.8,30.3,coffee
79.8,28.81,29.89,89.59,8.02,24.8,5.9,25.0,coconut
79.03,28.76,30.97,85.71,5.81,59.8,34.0,43.4,cacao
34.26,30.34,30.85,60.9,6.19,58.5,30.5,30.3,okra
60.19,31.64,32.62,83.02,5.99,103.8,90.9,47.9,banana
62.2,22.48,24.46,70.12,5.88,19.6,13.0,20.3,calamansi
60.06,23.56,24.99,76.47,5.44,28.3,18.1,25.9,rubber
45.3,24.12,24.98,73.49,5.83,68.0,58.4,87.8,tomato
88.29,23.02,24.41,83.83,6.51,76.9,34.7,75.8,abaca
80.76,25.56,27.61,85.06,6.39,79.7,36.6,88.6,abaca
78.47,23.04,23.54,62.2,6.19,93.7,23.8,31.1,coffee
44.82,26.19,27.68,69.51,6.35,51.0,45.8,45.8,ampalaya
63.6,33.51,34.01,78.28,7.0,124.4,39.6,42.7,sugarcane
46.82,30.65,31.88,74.98,6.43,40.4,35.1,48.5,ampalaya
38.68,28.23,29.39,64.33,6.02,17.5,39.1,46.5,peanut
40.19,23.37,25.78,74.35,5.6,37.8,27.1,66.7,sweet_potato
72.55,24.69,25.26,93.57,5.3,85.9,34.1,75.3,abaca
41.7,25.17,26.17,76.46,4.82,53.9,24.8,73.7,pineapple
79.5,24.27,25.48,74.25,6.57,101.6,23.4,27.4,coffee
88.82,28.56,30.01,89.96,7.01,95.2,54.6,40.3,rice
77.81,29.51,30.21,89.2,6.14,68.0,35.1,40.9,cacao
60.55,25.28,26.91,70.97,5.56,106.4,24.2,33.8,coffee
50.36,26.34,28.62,67.03,5.88,40.8,30.9,77.8,pineapple
38.09,27.85,29.0,61.18,6.43,18.0,41.7,45.3,peanut
30.29,30.84,32.75,62.54,6.4,22.8,35.9,29.7,mungbean
36.81,26.69,27.35,62.47,6.92,19.1,20.4,26.0,mango
28.97,20.22,21.22,63.39,6.06,85.9,38.9,53.3,onion
52.89,30.05,31.28,86.6,6.07,47.3,49.1,48.1,papaya
53.92,26.1,27.75,82.48,5.95,49.7,62.3,50.6,papaya
29.78,28.95,29.81,68.31,6.97,24.7,32.4,24.7,mungbean
35.66,20.64,22.98,73.49,6.52,46.7,29.0,66.7,sweet_potato
36.06,28.55,30.57,71.11,6.37,56.0,32.9,65.8,cassava
53.19,25.13,27.25,89.31,5.59,102.4,98.6,50.4,banana
35.99,33.72,34.38,50.87,7.03,15.8,23.6,27.3,mango
48.2,24.75,25.68,73.3,6.33,60.6,47.8,40.5,eggplant
31.2,24.91,26.92,61.98,6.91,59.5,43.1,46.0,garlic
53.59,28.6,29.25,88.0,6.51,100.8,83.6,45.4,banana
83.75,27.33,28.68,82.61,5.59,67.7,29.6,88.7,abaca
63.7,20.14,22.01,80.28,5.56,100.0,24.3,25.4,coffee
78.32,18.78,20.01,74.18,5.24,93.0,19.3,33.8,coffee
35.37,30.88,31.41,69.48,6.84,16.8,32.9,27.2,mungbean
52.97,25.76,27.23,56.24,6.08,48.2,22.9,83.9,cassava
89.64,26.59,27.35,92.7,5.52,74.7,29.7,85.4,abaca
59.19,24.64,25.33,75.57,7.17,112.8,43.6,54.6,sugarcane
38.95,30.82,32.88,64.73,6.27,21.5,15.7,32.1,mango
39.22,28.4,29.06,57.24,6.1,48.3,32.3,72.8,tobacco
36.51,24.97,26.48,57.52,5.93,56.3,36.1,81.8,tobacco
32.49,27.57,29.42,72.1,6.37,15.4,34.2,20.3,mungbean
31.39,20.05,21.74,60.78,6.65,86.3,57.8,76.3,tomato
54.11,25.42,27.1,82.72,5.81,40.1,46.1,49.5,papaya
34.49,23.47,24.9,58.54,6.23,77.8,38.9,40.8,garlic
42.18,22.83,25.27,72.2,5.5,75.3,49.9,87.7,tomato
37.46,25.2,25.91,62.24,6.18,20.6,42.8,23.6,mungbean
42.94,25.54,27.13,63.58,6.12,49.4,25.1,74.3,tobacco
71.44,29.86,32.16,84.66,4.65,28.3,22.8,28.1,rubber
42.61,22.27,23.37,67.18,6.24,72.9,58.2,44.2,eggplant
38.64,25.79,26.79,67.82,5.8,69.6,43.1,43.0,eggplant
32.45,21.7,23.8,73.46,5.7,88.3,53.9,63.9,tomato
57.23,26.32,28.8,81.84,6.56,46.2,55.3,51.3,papaya
42.99,22.69,23.58,68.98,6.21,21.1,38.2,43.9,peanut
32.93,22.9,24.28,70.38,6.54,40.7,51.5,42.9,okra
36.16,25.58,27.96,66.35,6.8,27.4,30.5,31.4,peanut
64.08,26.37,28.46,81.66,4.69,37.9,16.6,27.9,rubber
33.01,21.8,23.97,63.69,5.9,65.9,23.3,60.3,tobacco
34.71,28.71,30.15,61.7,6.39,18.1,36.5,43.9,peanut
75.12,24.56,25.28,85.1,5.56,72.5,37.0,44.6,cacao
76.47,28.06,30.31,81.06,6.18,79.7,49.6,42.1,rice
37.56,24.34,26.47,66.87,6.23,47.5,35.2,71.3,sweet_potato
60.57,31.17,32.05,82.64,6.76,62.2,35.7,60.0,cacao
45.17,29.79,30.53,72.76,6.17,48.4,45.3,33.9,ampalaya
40.27,30.73,33.1,66.7,7.0,15.8,19.7,34.5,mango
34.49,23.61,25.97,68.92,6.11,62.5,43.5,43.0,garlic
48.34,27.92,29.25,81.48,5.92,51.3,60.5,50.5,papaya
71.55,27.5,28.37,83.76,6.27,98.6,57.9,42.4,rice
39.33,29.27,30.49,67.37,5.56,91.1,41.9,22.3,corn
44.17,22.75,24.36,72.83,6.63,41.6,31.0,63.8,sweet_potato
91.99,23.4,25.03,85.71,6.22,59.3,35.7,70.8,abaca
90.92,29.23,31.5,85.86,5.55,87.4,36.4,74.4,abaca
74.02,28.97,30.77,75.36,6.22,70.5,32.5,40.6,cacao
40.54,27.42,28.07,79.06,5.63,61.4,58.0,50.2,eggplant
70.03,26.41,28.32,73.08,6.75,47.6,47.6,52.1,papaya
36.98,24.84,25.55,67.08,5.7,65.4,49.4,89.4,tomato
41.54,28.19,28.91,59.15,5.82,23.2,48.8,44.3,peanut
46.01,29.09,30.14,79.16,5.13,56.0,26.9,75.6,pineapple
71.3,22.85,24.97,88.31,4.85,28.9,27.4,31.1,rubber
59.64,30.29,30.99,87.36,6.51,116.3,83.6,53.1,banana
48.59,25.6,26.86,85.76,5.8,102.3,71.2,52.1,banana
34.69,30.12,31.74,70.11,5.68,57.8,29.2,60.1,cassava
31.37,23.85,25.37,70.5,6.61,23.1,43.9,29.6,mungbean
73.73,22.83,24.89,82.89,6.7,83.9,40.6,53.3,cacao
70.65,26.45,26.97,77.99,6.4,81.5,42.5,46.1,cacao
60.82,26.49,27.1,81.95,4.96,27.3,21.9,28.7,rubber
47.64,23.46,25.88,63.54,5.83,125.2,42.5,54.4,sugarcane
39.19,25.07,27.36,62.34,6.07,45.4,36.3,31.0,okra
30.86,21.87,23.7,57.63,6.02,61.4,41.1,54.8,garlic
35.4,26.52,27.04,60.01,6.08,68.7,20.0,63.2,tobacco
32.52,19.98,21.68,70.29,6.36,70.5,39.9,42.8,garlic
47.47,30.48,31.52,88.67,6.25,53.0,48.2,52.8,papaya
36.99,33.67,35.35,62.59,6.12,21.5,21.8,33.2,mango
38.87,30.4,31.08,66.67,6.23,98.7,58.1,25.2,corn
42.32,21.75,22.86,76.1,5.92,85.3,56.9,41.9,eggplant
43.78,21.91,24.23,62.84,5.88,34.6,24.6,76.2,sweet_potato
83.45,29.37,31.64,78.53,5.53,116.8,44.5,40.9,rice
41.43,23.83,24.61,75.14,6.6,76.1,51.9,71.3,tomato
76.28,22.07,23.25,67.58,5.11,102.7,26.5,28.5,coffee
74.95,27.93,30.3,83.92,6.18,85.6,48.5,45.0,rice
46.38,26.99,29.05,70.15,7.33,97.8,58.9,24.2,corn
39.43,26.33,27.99,60.11,6.38,25.8,48.4,30.2,peanut
63.48,26.93,29.07,89.54,6.92,65.6,33.7,44.7,cacao
62.85,28.62,29.77,74.04,6.01,20.9,19.2,16.4,calamansi
33.27,18.85,20.73,60.61,6.48,62.1,38.6,58.4,onion
61.7,26.24,26.9,84.14,4.62,28.2,19.9,27.7,rubber
49.66,28.12,29.39,66.99,6.26,46.8,21.9,72.7,cassava
37.3,25.8,26.69,70.82,5.92,47.9,20.3,62.1,sweet_potato
31.82,30.02,31.36,75.22,6.84,19.5,40.3,24.4,mungbean
50.02,27.6,29.61,73.78,5.93,20.1,12.5,19.2,calamansi
32.21,24.68,27.12,75.26,6.64,18.7,31.4,24.7,mungbean
46.33,26.68,28.98,71.57,4.72,51.2,18.9,85.2,pineapple
43.44,29.54,30.6,72.74,6.1,41.3,48.5,44.1,okra
64.27,25.23,27.23,71.45,6.21,105.5,44.1,51.1,sugarcane
57.96,29.83,31.26,82.44,6.05,16.6,17.5,23.7,calamansi
36.1,29.63,30.48,60.37,6.47,20.4,38.9,29.8,mungbean
30.9,26.66,27.34,63.9,5.89,89.0,48.5,87.3,tomato
34.96,30.36,31.57,66.8,6.61,55.5,32.7,39.3,okra
50.22,25.62,26.41,84.98,6.06,93.3,86.8,45.3,banana
28.18,26.78,27.81,60.12,6.36,59.7,44.3,40.8,onion
45.72,25.71,26.72,62.53,6.72,48.3,34.8,85.4,sweet_potato
82.63,22.99,24.96,86.25,6.73,117.5,55.3,40.0,rice
43.25,21.46,23.59,69.26,6.14,85.9,42.8,61.1,tomato
44.68,23.53,24.46,64.94,5.9,24.3,42.6,44.0,peanut
64.83,24.27,24.83,82.61,5.58,19.9,10.7,21.9,calamansi
73.75,20.12,22.42,61.64,5.17,97.8,17.7,32.3,coffee
84.18,25.51,26.47,82.41,5.66,83.3,38.8,87.0,abaca
49.87,27.31,28.47,78.16,6.67,76.0,44.5,51.0,eggplant
37.65,27.81,28.87,72.72,7.36,100.0,51.2,24.3,corn
39.6,27.71,29.45,57.61,5.72,45.1,29.9,72.9,tobacco
37.15,23.75,25.17,65.63,6.57,61.6,37.1,42.0,okra
39.28,20.59,22.91,64.31,5.62,37.6,27.7,63.8,sweet_potato
43.38,20.27,21.92,65.11,6.45,80.0,40.6,73.1,tomato
34.92,27.82,28.82,58.42,6.3,26.1,34.8,38.5,peanut
45.34,22.34,24.81,84.4,6.72,50.6,63.9,50.3,papaya
80.26,23.51,24.53,92.52,6.24,85.1,37.4,72.6,abaca
58.73,32.81,34.69,58.51,5.82,136.6,52.3,50.5,sugarcane
74.22,28.81,29.58,93.13,5.83,81.4,35.7,63.4,abaca
41.96,29.54,30.74,72.7,5.44,59.2,19.7,74.9,cassava
33.65,24.6,25.87,70.89,6.54,44.7,25.9,91.3,cassava
53.92,24.68,26.81,64.55,5.12,48.4,22.7,84.0,pineapple
81.71,21.89,22.9,75.26,6.05,103.9,18.8,28.8,coffee
38.21,30.4,31.92,65.84,6.38,16.1,17.7,35.2,mango
79.23,29.43,29.98,94.23,8.12,18.2,10.3,31.1,coconut
60.25,23.27,24.88,60.43,5.26,100.2,20.7,31.8,coffee
71.45,26.43,27.06,89.58,5.33,34.1,24.8,23.7,rubber
47.56,21.66,23.3,66.37,6.21,42.4,31.7,69.8,sweet_potato
39.29,21.05,22.72,67.02,6.8,34.5,38.2,77.3,sweet_potato
33.1,25.1,26.6,59.21,6.91,88.6,43.0,41.5,garlic
55.23,30.74,31.83,71.47,6.47,51.4,53.7,51.4,papaya
31.34,25.42,26.35,65.62,6.11,75.0,34.7,52.4,onion
68.6,29.05,30.55,93.9,6.05,63.7,39.8,77.1,abaca
43.88,26.11,27.32,58.49,6.01,21.2,47.8,32.1,peanut
37.95,31.31,32.03,63.58,6.12,51.0,39.5,67.4,cassava
38.71,26.83,27.49,65.23,6.55,47.3,33.6,47.1,ampalaya
36.32,29.17,30.28,72.26,6.04,83.2,43.7,22.4,corn
46.46,24.87,26.79,57.75,5.23,46.7,41.4,67.2,cassava
40.28,26.87,28.34,72.24,5.04,58.3,27.9,75.6,pineapple
39.29,24.33,25.93,71.33,6.11,40.1,35.0,87.2,sweet_potato
45.84,23.77,24.77,62.37,6.49,44.2,39.5,63.4,sweet_potato
34.85,23.12,25.58,61.78,6.83,64.5,57.2,80.5,tomato
33.14,21.37,22.82,63.71,5.54,82.7,51.1,75.3,tomato
37.41,24.05,26.38,70.49,5.97,82.1,56.0,38.7,eggplant
77.46,30.99,31.91,82.66,6.85,60.7,42.6,42.4,cacao
85.08,24.25,26.28,91.6,6.38,67.1,22.1,81.4,abaca
44.12,24.72,27.19,73.68,6.49,46.7,33.9,60.0,cassava
50.29,23.94,24.89,79.15,5.88,21.2,14.0,23.9,calamansi
60.31,29.08,30.31,86.53,6.24,58.0,60.8,50.8,papaya
32.56,24.87,26.85,66.9,6.37,59.5,36.4,50.7,garlic
60.24,29.59,30.55,81.08,5.86,83.6,37.1,43.8,cacao
37.58,29.54,31.61,73.91,5.81,85.2,51.7,24.1,corn
79.37,29.2,30.52,84.77,4.93,32.3,25.2,24.7,rubber
28.64,27.01,28.34,56.42,6.32,69.7,33.3,48.1,onion
78.92,30.71,31.44,87.05,6.42,69.7,39.4,45.7,cacao
34.75,24.19,25.2,65.19,6.39,83.6,45.9,75.6,tomato
47.63,24.74,26.93,67.11,6.62,80.6,44.4,59.2,eggplant
77.74,20.0,22.06,76.11,5.03,101.9,16.8,31.9,coffee
60.28,25.45,25.97,66.15,5.14,96.8,20.7,34.4,coffee
40.81,27.85,30.19,64.14,5.97,50.1,35.6,86.2,tobacco
63.94,27.8,30.11,66.94,7.31,107.2,42.1,59.9,sugarcane
56.28,28.3,28.84,87.38,6.95,21.2,6.9,24.9,coconut
55.68,29.83,31.49,77.57,5.64,95.8,54.9,44.5,rice
37.09,27.7,29.35,55.06,5.69,28.0,42.3,37.2,peanut
67.04,25.98,27.64,79.04,5.6,100.7,48.6,54.0,sugarcane
62.17,26.7,28.36,74.68,6.58,107.1,89.4,54.2,banana
32.03,19.44,21.58,62.53,6.27,90.7,46.7,51.4,garlic
41.67,27.93,28.6,72.19,6.84,98.0,46.1,24.3,corn
42.4,31.41,32.0,61.69,6.86,59.8,30.1,70.8,cassava
41.93,22.67,23.24,63.03,5.85,52.3,21.5,68.2,tobacco
49.99,30.28,31.28,85.31,6.54,49.6,56.7,55.6,papaya
37.68,23.91,26.31,61.04,6.17,22.4,46.5,25.7,mungbean
58.48,27.07,29.0,87.27,6.19,49.1,49.5,47.5,papaya
45.53,22.9,24.49,73.24,4.61,46.0,22.1,58.8,pineapple
67.97,22.57,24.83,87.13,6.16,110.1,43.5,40.5,rice
33.79,28.07,28.69,65.11,5.69,16.7,42.3,44.0,peanut
55.02,25.52,26.35,71.29,6.07,21.2,14.2,19.9,calamansi
73.71,22.36,23.84,79.58,5.41,88.9,34.6,42.7,cacao
71.65,23.9,24.44,78.63,5.68,80.2,46.0,49.0,cacao
72.07,25.93,27.01,90.36,6.67,16.9,11.6,26.4,coconut
55.13,30.45,31.47,82.91,5.61,22.2,5.6,26.4,coconut
44.09,21.97,23.81,69.31,5.78,74.7,42.4,71.0,tomato
38.53,29.4,30.35,70.41,6.31,46.3,48.0,30.2,ampalaya
34.09,24.56,26.14,72.5,6.21,15.2,50.3,22.1,mungbean
62.79,27.45,29.31,81.37,5.98,22.4,17.9,17.0,calamansi
80.64,26.38,27.73,75.0,6.78,86.3,39.3,41.3,rice
77.77,22.43,24.78,75.43,4.68,37.0,29.6,34.8,rubber
36.55,25.94,27.65,55.12,5.63,29.7,32.5,33.6,peanut
36.68,32.27,34.16,61.0,6.25,15.1,21.7,33.1,mango
75.16,23.45,24.62,83.26,4.66,21.7,21.9,28.7,rubber
33.01,24.23,25.96,58.62,6.19,57.6,30.0,75.4,tobacco
34.72,25.14,27.09,62.28,6.52,90.9,29.9,59.2,garlic
87.63,28.73,29.86,82.25,5.59,61.0,35.8,66.8,abaca
37.66,24.92,26.45,70.38,5.9,79.5,40.8,85.7,tomato
45.91,25.52,26.68,66.85,6.79,40.6,33.2,76.4,sweet_potato
46.1,25.22,25.86,72.07,6.38,58.8,44.3,48.5,ampalaya
70.07,21.11,22.95,64.71,6.33,100.1,27.2,31.0,coffee
39.45,27.29,29.41,68.59,6.4,87.4,59.9,24.4,corn
77.23,28.75,30.63,79.99,5.2,88.1,29.5,65.8,abaca
60.93,31.04,32.67,73.64,6.88,106.6,57.8,61.2,sugarcane
49.59,24.78,25.76,81.66,5.71,16.0,11.9,19.2,calamansi
35.34,24.82,26.38,71.39,5.93,74.3,54.0,58.3,eggplant
36.87,28.94,30.69,69.53,7.4,24.9,17.6,27.9,mango
61.07,20.95,22.68,72.93,6.28,90.9,29.0,32.1,coffee
