N,P,K,temperature,humidity,ph,label,fertilizer
134.7,59.7,44.2,30.83,71.46,6.78,sugarcane,Urea (46-0-0)
89.0,58.3,54.6,24.91,71.67,6.36,eggplant,Complete (14-14-14)
83.3,48.3,44.3,23.45,71.1,6.26,eggplant,Complete (14-14-14)
56.0,16.3,83.8,28.85,75.75,5.62,pineapple,Muriate of Potash (0-0-60)
15.5,33.1,34.5,26.37,57.76,5.58,peanut,Ammonium Phosphate (16-20-0)
98.0,72.9,47.6,26.67,87.28,5.65,banana,Muriate of Potash (0-0-60)
54.0,17.2,62.0,26.01,67.11,5.41,pineapple,Muriate of Potash (0-0-60)
51.1,33.0,72.5,23.18,56.31,5.89,tobacco,Ammonium Sulfate (21-0-0)
80.9,52.9,43.8,28.02,64.78,6.05,eggplant,Complete (14-14-14)
84.7,44.3,52.5,20.48,65.92,6.34,onion,Complete (14-14-14)
84.3,43.5,57.8,30.33,85.87,5.62,cacao,Complete (14-14-14)
59.0,32.5,73.2,24.47,69.94,5.76,tobacco,Ammonium Sulfate (21-0-0)
54.3,39.2,65.6,25.44,58.11,6.8,cassava,Muriate of Potash (0-0-60)
21.8,45.7,41.5,26.57,54.81,6.22,peanut,Ammonium Phosphate (16-20-0)
64.5,48.0,50.0,28.84,79.09,6.55,eggplant,Complete (14-14-14)
22.2,15.8,31.3,28.42,67.46,5.64,mango,Complete (14-14-14)
83.6,44.2,48.6,27.49,62.73,6.47,onion,Complete (14-14-14)
88.8,49.2,21.9,31.08,73.99,6.16,corn,Urea (46-0-0)
62.5,47.2,46.4,22.52,68.24,6.83,garlic,Complete (14-14-14)
57.2,44.0,44.7,27.0,68.03,6.29,okra,Complete (14-14-14)
131.4,50.1,44.4,24.78,65.44,7.34,sugarcane,Urea (46-0-0)
107.6,22.2,33.3,23.16,77.54,5.65,coffee,Complete (14-14-14)
20.0,17.8,25.3,28.84,61.08,7.06,mango,Complete (14-14-14)
24.1,32.5,22.6,25.84,64.8,6.5,mungbean,Ammonium Phosphate (16-20-0)
19.5,12.2,33.8,30.19,84.04,6.67,coconut,Muriate of Potash (0-0-60)
122.1,47.8,42.4,30.03,77.64,6.55,sugarcane,Urea (46-0-0)
85.3,49.4,44.7,26.29,80.38,6.64,rice,Complete (14-14-14)
20.7,17.9,20.1,31.91,73.65,5.97,calamansi,Ammonium Sulfate (21-0-0)
36.5,20.5,24.4,24.52,82.67,4.94,rubber,Ammonium Sulfate (21-0-0)
81.0,45.9,22.4,25.57,72.85,7.28,corn,Urea (46-0-0)
77.8,55.3,40.2,29.55,70.75,6.1,eggplant,Complete (14-14-14)
81.5,59.6,86.1,22.34,70.87,6.39,tomato,Complete (14-14-14)
24.1,15.0,17.8,27.2,73.92,6.31,calamansi,Ammonium Sulfate (21-0-0)
76.9,43.0,49.6,24.31,63.73,6.63,garlic,Complete (14-14-14)
25.0,12.3,25.8,30.91,74.75,6.04,calamansi,Ammonium Sulfate (21-0-0)
105.6,20.1,30.6,26.29,76.49,6.0,coffee,Complete (14-14-14)
22.4,50.8,22.4,29.66,69.39,6.83,mungbean,Ammonium Phosphate (16-20-0)
57.0,47.1,40.0,31.55,60.15,6.2,okra,Complete (14-14-14)
19.9,10.0,25.4,25.62,91.6,5.79,coconut,Muriate of Potash (0-0-60)
40.9,30.2,38.4,29.21,62.82,6.23,okra,Complete (14-14-14)
71.6,40.2,42.9,26.55,59.67,6.24,onion,Complete (14-14-14)
19.5,44.8,21.3,27.52,70.28,6.67,mungbean,Ammonium Phosphate (16-20-0)
82.6,38.0,81.1,29.17,90.3,5.15,abaca,Complete (14-14-14)
68.7,57.0,52.5,29.89,66.84,5.82,eggplant,Complete (14-14-14)
18.6,34.3,28.1,32.31,65.88,6.85,mungbean,Ammonium Phosphate (16-20-0)
86.8,48.4,50.2,24.42,57.43,6.02,garlic,Complete (14-14-14)
20.0,18.2,16.2,26.86,73.94,6.09,calamansi,Ammonium Sulfate (21-0-0)
60.0,51.9,46.8,27.5,83.59,6.48,papaya,Complete (14-14-14)
118.1,74.4,53.2,31.24,75.86,6.37,banana,Muriate of Potash (0-0-60)
106.9,89.1,46.9,27.02,88.71,6.54,banana,Muriate of Potash (0-0-60)
47.1,47.7,44.1,31.36,70.33,6.82,okra,Complete (14-14-14)
42.3,34.0,84.6,25.14,62.29,5.95,tobacco,Ammonium Sulfate (21-0-0)
43.8,25.7,81.1,21.79,70.47,6.29,sweet_potato,Muriate of Potash (0-0-60)
62.8,20.5,86.3,30.12,85.61,5.67,abaca,Complete (14-14-14)
101.0,24.5,30.9,26.35,74.31,6.04,coffee,Complete (14-14-14)
62.7,43.2,73.4,24.0,65.47,6.29,tomato,Complete (14-14-14)
97.6,75.6,48.4,26.21,76.62,6.8,banana,Muriate of Potash (0-0-60)
24.7,37.9,25.6,26.92,74.53,7.06,mungbean,Ammonium Phosphate (16-20-0)
105.0,78.5,51.0,26.44,81.83,6.04,banana,Muriate of Potash (0-0-60)
17.8,18.3,19.2,30.09,77.83,6.23,calamansi,Ammonium Sulfate (21-0-0)
103.4,55.0,42.0,30.05,88.03,5.81,rice,Complete (14-14-14)
89.2,43.9,40.3,30.91,75.99,6.09,cacao,Complete (14-14-14)
89.1,40.3,22.6,28.66,72.97,6.52,corn,Urea (46-0-0)
18.2,14.9,33.0,28.77,95.45,6.27,coconut,Muriate of Potash (0-0-60)
43.2,44.0,49.1,29.34,72.82,6.14,okra,Complete (14-14-14)
50.3,56.6,46.2,28.49,85.03,5.55,papaya,Complete (14-14-14)
62.1,24.7,66.7,26.26,92.56,5.16,abaca,Complete (14-14-14)
18.7,14.7,33.8,29.02,92.33,7.7,coconut,Muriate of Potash (0-0-60)
63.8,47.9,45.6,25.33,76.17,6.56,cacao,Complete (14-14-14)
91.1,45.1,23.9,28.61,69.62,6.21,corn,Urea (46-0-0)
99.5,89.4,53.9,29.98,76.29,6.99,banana,Muriate of Potash (0-0-60)
15.9,17.3,31.3,27.6,62.85,7.08,mango,Complete (14-14-14)
51.3,32.6,37.6,31.07,68.64,6.17,ampalaya,Complete (14-14-14)
43.8,36.0,38.0,32.1,62.06,6.6,okra,Complete (14-14-14)
48.4,27.8,66.9,24.33,77.71,5.63,pineapple,Muriate of Potash (0-0-60)
92.2,58.4,19.8,25.82,60.06,5.88,corn,Urea (46-0-0)
86.9,50.7,20.5,31.12,71.75,7.47,corn,Urea (46-0-0)
56.2,17.3,72.4,29.76,72.39,5.13,pineapple,Muriate of Potash (0-0-60)
23.4,10.2,29.1,29.63,87.48,5.74,coconut,Muriate of Potash (0-0-60)
99.7,19.7,26.4,25.24,59.24,6.52,coffee,Complete (14-14-14)
43.9,32.9,89.4,26.14,62.32,5.75,tobacco,Ammonium Sulfate (21-0-0)
91.4,44.2,50.5,28.02,66.29,6.28,onion,Complete (14-14-14)
103.7,89.8,53.3,29.68,83.54,6.36,banana,Muriate of Potash (0-0-60)
16.5,32.5,23.6,29.99,66.64,6.69,mungbean,Ammonium Phosphate (16-20-0)
53.3,42.4,50.3,27.7,65.41,6.49,ampalaya,Complete (14-14-14)
17.1,15.0,23.3,29.71,69.45,5.9,calamansi,Ammonium Sulfate (21-0-0)
84.2,37.8,42.5,26.12,66.17,6.26,onion,Complete (14-14-14)
107.4,28.1,25.7,24.23,69.5,6.1,coffee,Complete (14-14-14)
64.5,37.9,42.9,30.13,77.26,5.51,cacao,Complete (14-14-14)
91.5,45.4,21.3,31.36,71.6,6.1,corn,Urea (46-0-0)
46.2,22.8,64.2,23.78,75.82,5.57,pineapple,Muriate of Potash (0-0-60)
77.4,32.7,61.1,28.08,85.37,5.98,abaca,Complete (14-14-14)
41.0,19.5,80.7,24.34,69.16,5.61,pineapple,Muriate of Potash (0-0-60)
44.4,48.7,46.7,25.16,73.23,6.09,okra,Complete (14-14-14)
52.4,45.6,40.4,29.86,65.82,6.37,okra,Complete (14-14-14)
21.0,18.3,29.4,32.3,63.58,7.31,mango,Complete (14-14-14)
95.9,53.9,41.0,30.55,85.34,6.14,rice,Complete (14-14-14)
56.3,45.9,45.9,30.85,64.9,6.56,okra,Complete (14-14-14)
133.0,53.2,51.0,27.25,66.76,6.51,sugarcane,Urea (46-0-0)
18.8,47.5,23.9,31.04,67.14,6.23,mungbean,Ammonium Phosphate (16-20-0)
93.1,51.3,43.2,30.25,75.05,6.62,rice,Complete (14-14-14)
21.1,19.4,16.0,29.36,74.14,6.42,calamansi,Ammonium Sulfate (21-0-0)
51.2,50.7,55.0,31.92,89.59,6.61,papaya,Complete (14-14-14)
46.6,29.0,59.7,25.09,77.95,5.02,pineapple,Muriate of Potash (0-0-60)
22.3,10.9,27.2,27.71,88.74,6.62,coconut,Muriate of Potash (0-0-60)
44.9,36.5,63.4,29.25,55.85,6.13,cassava,Muriate of Potash (0-0-60)
54.0,18.0,78.7,24.52,73.37,5.02,pineapple,Muriate of Potash (0-0-60)
24.5,10.9,26.8,26.0,88.35,5.65,coconut,Muriate of Potash (0-0-60)
80.0,38.5,44.3,27.48,78.97,6.07,cacao,Complete (14-14-14)
48.0,47.6,37.1,30.66,67.13,6.21,okra,Complete (14-14-14)
45.6,39.7,65.4,27.86,67.47,5.75,sweet_potato,Muriate of Potash (0-0-60)
61.2,46.2,29.7,27.61,67.34,6.55,okra,Complete (14-14-14)
39.4,62.3,51.9,29.25,74.85,5.75,papaya,Complete (14-14-14)
78.3,37.2,55.0,25.98,75.98,5.57,cacao,Complete (14-14-14)
16.2,47.4,21.7,26.35,63.33,6.3,mungbean,Ammonium Phosphate (16-20-0)
49.9,49.7,46.1,32.6,88.75,6.74,papaya,Complete (14-14-14)
52.7,41.5,33.9,29.05,73.34,6.25,okra,Complete (14-14-14)
20.2,12.5,33.6,28.83,92.69,5.25,coconut,Muriate of Potash (0-0-60)
20.5,19.2,29.8,31.05,64.1,5.44,mango,Complete (14-14-14)
83.8,30.6,48.5,23.66,59.03,6.84,onion,Complete (14-14-14)
47.2,39.3,76.7,24.05,58.53,5.66,tobacco,Ammonium Sulfate (21-0-0)
90.3,31.1,42.2,23.77,56.91,6.27,onion,Complete (14-14-14)
109.5,68.8,44.8,27.45,79.56,6.15,banana,Muriate of Potash (0-0-60)
18.4,43.1,26.6,25.66,67.1,6.3,mungbean,Ammonium Phosphate (16-20-0)
47.9,40.4,32.8,29.8,61.12,6.26,okra,Complete (14-14-14)
19.2,24.2,32.2,34.84,50.3,6.79,mango,Complete (14-14-14)
21.7,16.5,25.8,32.61,64.06,5.87,mango,Complete (14-14-14)
141.6,55.1,41.8,29.21,74.35,6.22,sugarcane,Urea (46-0-0)
47.9,29.0,81.0,28.19,64.23,5.04,pineapple,Muriate of Potash (0-0-60)
29.4,29.6,24.3,27.7,90.18,5.11,rubber,Ammonium Sulfate (21-0-0)
88.0,35.4,61.0,27.61,56.7,6.41,garlic,Complete (14-14-14)
21.9,20.5,26.4,35.48,66.74,6.58,mango,Complete (14-14-14)
44.9,39.4,36.9,31.56,66.57,6.2,okra,Complete (14-14-14)
70.8,41.2,49.3,25.03,80.45,6.37,eggplant,Complete (14-14-14)
22.5,10.6,25.7,30.14,93.7,7.66,coconut,Muriate of Potash (0-0-60)
77.6,44.7,62.3,23.96,65.64,6.05,tomato,Complete (14-14-14)
41.4,28.1,67.9,23.8,62.92,5.96,sweet_potato,Muriate of Potash (0-0-60)
22.5,12.8,20.8,30.78,82.83,5.78,calamansi,Ammonium Sulfate (21-0-0)
72.2,58.5,89.8,26.45,67.19,5.65,tomato,Complete (14-14-14)
111.3,51.8,42.5,26.83,85.45,5.46,rice,Complete (14-14-14)
57.3,25.3,82.3,24.01,69.0,5.55,tobacco,Ammonium Sulfate (21-0-0)
93.8,55.5,41.8,25.41,88.25,6.19,rice,Complete (14-14-14)
29.1,46.3,40.0,27.1,61.2,5.84,peanut,Ammonium Phosphate (16-20-0)
84.9,42.7,23.4,29.16,61.11,6.09,corn,Urea (46-0-0)
54.0,19.3,70.4,28.12,69.07,5.61,pineapple,Muriate of Potash (0-0-60)
81.6,47.4,47.3,27.62,75.03,6.05,cacao,Complete (14-14-14)
76.0,40.4,75.7,20.64,67.25,6.48,tomato,Complete (14-14-14)
98.6,44.3,42.1,28.48,78.23,6.94,rice,Complete (14-14-14)
15.1,42.8,36.1,26.9,62.91,6.04,peanut,Ammonium Phosphate (16-20-0)
20.1,14.0,20.3,26.96,73.13,6.42,calamansi,Ammonium Sulfate (21-0-0)
18.1,10.0,22.9,29.5,77.05,5.87,calamansi,Ammonium Sulfate (21-0-0)
44.8,34.9,47.4,26.53,68.87,6.53,okra,Complete (14-14-14)
82.2,54.7,62.4,23.46,75.13,5.74,tomato,Complete (14-14-14)
110.4,40.2,60.4,29.84,74.24,6.09,sugarcane,Urea (46-0-0)
64.6,49.1,38.9,23.47,68.67,6.96,onion,Complete (14-14-14)
58.7,28.6,84.8,26.6,61.1,6.22,tobacco,Ammonium Sulfate (21-0-0)
51.2,62.2,46.1,32.96,82.47,5.98,papaya,Complete (14-14-14)
59.7,47.9,45.4,29.26,71.73,6.42,okra,Complete (14-14-14)
22.7,23.9,32.5,27.46,84.81,4.6,rubber,Ammonium Sulfate (21-0-0)
115.8,100.1,45.2,26.22,76.68,6.92,banana,Muriate of Potash (0-0-60)
91.7,15.4,34.2,24.57,72.08,5.67,coffee,Complete (14-14-14)
56.2,37.7,48.3,27.85,67.62,6.75,okra,Complete (14-14-14)
40.2,25.3,79.6,26.23,54.68,6.02,cassava,Muriate of Potash (0-0-60)
49.8,36.2,82.2,28.98,67.35,6.72,cassava,Muriate of Potash (0-0-60)
47.4,31.5,79.4,26.79,64.99,5.82,tobacco,Ammonium Sulfate (21-0-0)
19.9,31.4,24.3,30.74,66.33,6.63,mungbean,Ammonium Phosphate (16-20-0)
18.7,14.7,18.9,26.06,73.86,5.86,calamansi,Ammonium Sulfate (21-0-0)
82.5,52.4,73.2,22.58,65.57,6.6,tomato,Complete (14-14-14)
22.1,23.2,27.6,34.72,55.13,6.25,mango,Complete (14-14-14)
99.4,81.0,49.0,28.89,87.6,6.03,banana,Muriate of Potash (0-0-60)
82.6,32.4,49.0,22.23,63.78,6.18,onion,Complete (14-14-14)
20.2,38.7,44.8,26.85,65.02,6.11,peanut,Ammonium Phosphate (16-20-0)
113.4,45.4,41.0,25.14,78.41,6.75,rice,Complete (14-14-14)
89.3,56.4,44.7,24.24,74.28,6.59,rice,Complete (14-14-14)
64.8,33.2,53.2,23.0,67.65,6.6,garlic,Complete (14-14-14)
43.3,15.1,85.3,29.68,71.41,5.81,pineapple,Muriate of Potash (0-0-60)
106.4,27.4,28.4,24.6,68.19,5.93,coffee,Complete (14-14-14)
112.3,47.5,44.3,29.57,89.06,5.71,rice,Complete (14-14-14)
15.8,16.0,25.1,30.96,58.23,5.9,mango,Complete (14-14-14)
113.0,97.7,53.5,28.11,77.8,6.9,banana,Muriate of Potash (0-0-60)
97.2,15.7,25.7,27.65,72.42,6.0,coffee,Complete (14-14-14)
55.0,52.4,45.4,25.65,83.96,6.4,papaya,Complete (14-14-14)
18.3,20.5,27.5,35.0,69.92,6.99,mango,Complete (14-14-14)
97.6,41.6,41.8,26.54,76.57,6.6,rice,Complete (14-14-14)
19.5,49.0,30.4,24.89,68.33,6.64,peanut,Ammonium Phosphate (16-20-0)
66.9,33.0,50.7,30.83,83.75,6.3,cacao,Complete (14-14-14)
53.0,24.0,66.3,30.04,57.93,5.51,cassava,Muriate of Potash (0-0-60)
99.1,91.3,49.7,27.11,88.17,6.41,banana,Muriate of Potash (0-0-60)
99.2,58.4,39.6,24.16,83.58,5.5,rice,Complete (14-14-14)
70.4,42.4,50.9,22.79,58.38,6.96,onion,Complete (14-14-14)
95.9,46.1,21.1,27.68,61.47,6.59,corn,Urea (46-0-0)
97.0,74.9,50.8,27.32,86.73,5.79,banana,Muriate of Potash (0-0-60)
46.5,29.6,86.3,30.52,64.38,5.65,cassava,Muriate of Potash (0-0-60)
20.9,8.8,27.5,29.24,86.15,7.06,coconut,Muriate of Potash (0-0-60)
18.4,10.3,27.4,29.13,92.06,6.15,coconut,Muriate of Potash (0-0-60)
29.5,32.3,90.1,24.29,59.83,6.67,sweet_potato,Muriate of Potash (0-0-60)
46.3,46.1,37.8,27.12,65.76,6.1,ampalaya,Complete (14-14-14)
87.8,32.1,50.6,26.61,56.25,6.16,garlic,Complete (14-14-14)
90.1,24.5,29.1,25.59,63.86,5.62,coffee,Complete (14-14-14)
56.3,24.1,71.9,32.32,65.48,5.06,cassava,Muriate of Potash (0-0-60)
51.8,49.1,39.4,27.84,72.06,6.59,okra,Complete (14-14-14)
81.0,51.8,74.7,24.2,74.71,5.83,tomato,Complete (14-14-14)
66.3,40.2,59.8,23.9,60.39,6.4,onion,Complete (14-14-14)
94.1,86.6,48.3,26.33,84.73,5.91,banana,Muriate of Potash (0-0-60)
48.6,21.2,68.0,26.64,78.16,5.43,pineapple,Muriate of Potash (0-0-60)
19.9,5.9,33.9,25.33,87.63,7.22,coconut,Muriate of Potash (0-0-60)
16.7,20.3,30.1,28.93,54.07,5.85,mango,Complete (14-14-14)
49.0,44.1,30.5,28.04,71.37,6.54,ampalaya,Complete (14-14-14)
89.3,31.0,44.6,24.45,59.16,6.48,garlic,Complete (14-14-14)
83.1,52.2,44.0,25.58,76.76,6.22,eggplant,Complete (14-14-14)
59.3,28.7,74.8,29.76,66.85,5.63,pineapple,Muriate of Potash (0-0-60)
66.3,29.8,43.0,19.96,59.55,6.75,garlic,Complete (14-14-14)
18.5,17.1,28.9,32.5,60.33,6.52,mango,Complete (14-14-14)
82.4,48.7,52.8,22.15,65.23,5.53,eggplant,Complete (14-14-14)
24.3,25.3,28.9,28.8,81.74,4.9,rubber,Ammonium Sulfate (21-0-0)
78.8,44.6,53.5,25.74,70.0,5.74,eggplant,Complete (14-14-14)
51.7,32.2,73.9,29.39,56.83,6.17,cassava,Muriate of Potash (0-0-60)
79.3,36.6,45.2,24.24,66.72,6.17,garlic,Complete (14-14-14)
91.3,40.2,42.9,25.34,78.19,6.31,rice,Complete (14-14-14)
41.9,46.6,39.1,30.97,78.54,6.07,ampalaya,Complete (14-14-14)
79.1,45.8,41.1,25.25,84.48,6.99,rice,Complete (14-14-14)
24.7,19.2,25.2,27.82,52.65,5.58,mango,Complete (14-14-14)
90.5,45.4,69.3,24.65,61.82,6.75,tomato,Complete (14-14-14)
91.1,41.3,39.4,24.74,60.53,6.77,onion,Complete (14-14-14)
18.1,7.0,34.0,24.75,94.74,7.84,coconut,Muriate of Potash (0-0-60)
76.5,55.8,75.7,25.38,64.77,6.21,tomato,Complete (14-14-14)
103.4,90.3,47.0,28.85,84.92,5.68,banana,Muriate of Potash (0-0-60)
74.2,49.0,78.9,23.11,65.32,6.16,tomato,Complete (14-14-14)
62.2,46.8,78.3,21.4,64.17,5.99,tomato,Complete (14-14-14)
22.9,40.5,21.1,26.3,64.42,6.48,mungbean,Ammonium Phosphate (16-20-0)
84.9,42.3,49.6,21.51,60.2,6.22,onion,Complete (14-14-14)
84.6,31.8,57.9,29.55,77.77,5.66,cacao,Complete (14-14-14)
15.9,35.0,36.4,26.03,66.34,5.9,peanut,Ammonium Phosphate (16-20-0)
51.6,61.4,48.7,25.99,76.64,6.18,papaya,Complete (14-14-14)
92.5,42.8,24.3,27.53,66.81,6.9,corn,Urea (46-0-0)
104.0,40.4,43.5,27.05,84.29,6.9,rice,Complete (14-14-14)
91.5,57.4,23.2,28.11,72.26,5.5,corn,Urea (46-0-0)
22.6,11.1,32.0,31.61,83.2,7.16,coconut,Muriate of Potash (0-0-60)
68.2,47.5,47.2,25.15,71.04,6.79,eggplant,Complete (14-14-14)
79.6,56.2,44.0,31.66,77.04,6.57,rice,Complete (14-14-14)
50.9,28.1,72.4,26.34,67.05,5.07,pineapple,Muriate of Potash (0-0-60)
85.0,53.9,39.8,25.38,87.13,6.51,rice,Complete (14-14-14)
62.9,42.6,76.5,24.87,68.8,6.66,tomato,Complete (14-14-14)
59.7,33.7,42.8,27.96,70.2,6.13,ampalaya,Complete (14-14-14)
80.8,40.7,44.5,21.69,58.26,7.03,onion,Complete (14-14-14)
55.2,32.7,80.0,30.07,59.0,5.52,tobacco,Ammonium Sulfate (21-0-0)
76.5,44.2,55.0,26.15,68.24,6.16,eggplant,Complete (14-14-14)
85.3,53.3,22.5,27.82,60.25,7.65,corn,Urea (46-0-0)
94.6,53.8,21.9,29.43,64.67,6.69,corn,Urea (46-0-0)
87.2,46.0,50.3,29.48,87.55,5.88,cacao,Complete (14-14-14)
92.1,24.4,28.1,24.04,66.76,6.21,coffee,Complete (14-14-14)
97.1,42.6,23.6,26.26,67.21,6.51,corn,Urea (46-0-0)
77.3,58.3,40.8,28.16,89.6,5.97,rice,Complete (14-14-14)
60.4,51.7,81.5,20.88,74.37,6.21,tomato,Complete (14-14-14)
86.1,37.1,56.5,24.96,59.39,6.55,garlic,Complete (14-14-14)
110.6,16.9,28.3,23.66,71.73,4.95,coffee,Complete (14-14-14)
44.0,26.7,71.7,26.05,70.61,4.91,pineapple,Muriate of Potash (0-0-60)
56.4,21.4,73.9,29.19,59.45,5.45,cassava,Muriate of Potash (0-0-60)
41.8,63.1,46.0,31.87,81.73,5.8,papaya,Complete (14-14-14)
78.5,32.1,83.1,24.82,92.81,6.04,abaca,Complete (14-14-14)
86.0,40.5,59.5,22.49,65.26,6.27,onion,Complete (14-14-14)
93.8,46.6,20.2,30.63,62.87,5.89,corn,Urea (46-0-0)
18.7,11.1,34.7,30.87,88.38,5.22,coconut,Muriate of Potash (0-0-60)
22.7,47.3,28.2,30.33,67.35,6.81,mungbean,Ammonium Phosphate (16-20-0)
116.7,48.5,54.4,29.68,61.3,6.62,sugarcane,Urea (46-0-0)
57.0,32.8,33.9,30.9,62.48,6.07,okra,Complete (14-14-14)
63.8,43.6,50.9,32.35,83.49,6.71,cacao,Complete (14-14-14)
25.0,41.2,28.9,29.59,61.12,6.49,mungbean,Ammonium Phosphate (16-20-0)
41.9,37.0,44.5,28.84,60.29,6.37,okra,Complete (14-14-14)
91.6,50.8,42.2,29.32,84.78,7.09,rice,Complete (14-14-14)
48.7,46.0,46.1,30.58,61.5,6.52,okra,Complete (14-14-14)
64.8,30.3,59.1,27.74,76.97,6.91,cacao,Complete (14-14-14)
91.6,23.9,30.9,21.59,60.01,5.16,coffee,Complete (14-14-14)
58.4,34.7,50.5,26.1,79.85,6.32,ampalaya,Complete (14-14-14)
15.6,17.2,19.9,26.51,81.86,6.45,calamansi,Ammonium Sulfate (21-0-0)
89.7,45.7,23.6,27.86,72.06,6.7,corn,Urea (46-0-0)
134.6,44.4,47.7,26.31,64.1,5.79,sugarcane,Urea (46-0-0)
119.8,42.4,45.2,27.94,76.16,6.08,rice,Complete (14-14-14)
46.3,20.6,85.6,27.45,65.87,5.52,pineapple,Muriate of Potash (0-0-60)
16.2,17.8,16.2,29.84,74.29,6.14,calamansi,Ammonium Sulfate (21-0-0)
48.1,44.0,43.8,26.28,78.65,6.11,ampalaya,Complete (14-14-14)
24.2,40.2,35.3,26.07,63.52,6.75,peanut,Ammonium Phosphate (16-20-0)
72.5,36.0,86.3,28.35,85.83,5.18,abaca,Complete (14-14-14)
16.6,41.9,21.0,28.43,74.45,6.79,mungbean,Ammonium Phosphate (16-20-0)
49.8,23.8,73.0,28.14,54.05,5.7,tobacco,Ammonium Sulfate (21-0-0)
76.6,40.1,49.4,25.16,53.92,6.49,onion,Complete (14-14-14)
79.4,48.0,48.9,21.82,63.98,6.34,onion,Complete (14-14-14)
108.6,28.3,25.1,21.93,70.47,6.05,coffee,Complete (14-14-14)
68.7,18.5,61.9,29.99,93.15,5.8,abaca,Complete (14-14-14)
94.3,88.0,53.4,29.25,88.04,5.74,banana,Muriate of Potash (0-0-60)
18.1,5.8,29.3,28.21,84.6,5.19,coconut,Muriate of Potash (0-0-60)
71.3,48.9,48.8,25.97,56.86,6.27,garlic,Complete (14-14-14)
24.0,7.7,28.5,31.4,81.65,5.39,coconut,Muriate of Potash (0-0-60)
21.7,42.3,26.9,25.3,71.45,6.12,mungbean,Ammonium Phosphate (16-20-0)
49.5,41.6,33.6,27.89,75.38,6.44,okra,Complete (14-14-14)
85.6,42.6,21.2,26.17,65.46,7.16,corn,Urea (46-0-0)
98.9,43.2,50.5,25.6,77.67,6.99,sugarcane,Urea (46-0-0)
22.5,22.3,32.0,27.38,57.16,7.14,mango,Complete (14-14-14)
24.0,9.7,34.6,27.18,83.72,5.04,coconut,Muriate of Potash (0-0-60)
82.8,45.0,60.3,25.84,62.85,6.98,garlic,Complete (14-14-14)
85.9,44.7,85.1,26.27,76.18,5.92,tomato,Complete (14-14-14)
35.8,27.5,28.2,29.3,81.89,4.96,rubber,Ammonium Sulfate (21-0-0)
103.4,41.3,45.0,28.36,90.54,5.56,rice,Complete (14-14-14)
48.9,24.1,88.7,26.85,57.33,6.5,tobacco,Ammonium Sulfate (21-0-0)
112.9,57.4,44.3,26.43,78.3,6.59,rice,Complete (14-14-14)
60.4,33.1,49.5,19.91,69.22,6.17,garlic,Complete (14-14-14)
83.8,38.0,57.1,21.63,56.95,6.11,onion,Complete (14-14-14)
131.3,59.7,55.5,27.34,62.14,5.89,sugarcane,Urea (46-0-0)
75.3,57.7,43.4,28.79,76.21,6.4,eggplant,Complete (14-14-14)
96.3,22.3,30.4,25.76,77.33,6.33,coffee,Complete (14-14-14)
42.5,45.0,35.8,28.23,68.44,6.43,ampalaya,Complete (14-14-14)
29.5,26.1,20.7,30.32,86.54,5.05,rubber,Ammonium Sulfate (21-0-0)
99.1,52.0,44.9,30.28,82.42,6.9,rice,Complete (14-14-14)
56.0,55.1,54.1,32.17,71.03,6.77,papaya,Complete (14-14-14)
46.3,26.7,83.4,26.85,70.68,6.72,sweet_potato,Muriate of Potash (0-0-60)
37.3,37.3,71.2,26.07,62.44,5.59,sweet_potato,Muriate of Potash (0-0-60)
58.2,40.8,44.1,27.51,74.98,6.09,ampalaya,Complete (14-14-14)
81.2,40.1,40.9,30.55,83.48,5.61,rice,Complete (14-14-14)
84.3,51.9,47.3,23.99,75.92,6.51,eggplant,Complete (14-14-14)
52.6,34.9,49.5,26.55,72.76,6.64,ampalaya,Complete (14-14-14)
20.0,23.9,31.2,32.12,53.85,7.14,mango,Complete (14-14-14)
16.0,10.1,19.3,32.65,82.47,5.53,calamansi,Ammonium Sulfate (21-0-0)
65.6,47.4,45.4,26.9,66.04,6.56,garlic,Complete (14-14-14)
39.4,21.9,84.3,30.76,65.82,5.85,cassava,Muriate of Potash (0-0-60)
60.7,42.5,52.3,25.92,67.52,5.59,eggplant,Complete (14-14-14)
94.3,18.9,32.1,25.82,67.38,5.31,coffee,Complete (14-14-14)
73.7,41.7,49.5,21.53,56.22,6.42,garlic,Complete (14-14-14)
75.5,32.5,56.6,20.54,65.22,6.39,garlic,Complete (14-14-14)
56.3,22.2,85.2,25.52,76.89,4.56,pineapple,Muriate of Potash (0-0-60)
63.7,41.5,43.2,30.44,75.03,6.1,cacao,Complete (14-14-14)
109.5,45.9,43.5,28.72,64.75,6.64,sugarcane,Urea (46-0-0)
115.9,82.3,51.3,25.03,83.55,5.8,banana,Muriate of Potash (0-0-60)
66.0,43.6,46.1,24.27,68.07,6.46,garlic,Complete (14-14-14)
21.4,18.6,22.0,30.31,71.31,6.01,calamansi,Ammonium Sulfate (21-0-0)
86.5,46.7,24.2,28.68,61.37,5.56,corn,Urea (46-0-0)
55.3,44.3,48.1,29.63,68.75,6.06,okra,Complete (14-14-14)
66.0,31.2,84.0,25.99,67.6,6.55,tobacco,Ammonium Sulfate (21-0-0)
15.3,19.7,32.3,30.27,60.85,6.29,mango,Complete (14-14-14)
